"sample.name","raw.cov.file","x.norm"
"sample-0001","sample-0001.txt.gz","FALSE"
"sample-0002","sample-0002.txt.gz","FALSE"
"sample-0003","sample-0003.txt.gz","FALSE"
"sample-0004","sample-0004.txt.gz","FALSE"
"sample-0005","sample-0005.txt.gz","FALSE"
"sample-0006","sample-0006.txt.gz","FALSE"
"sample-0007","sample-0007.txt.gz","FALSE"
"sample-0008","sample-0008.txt.gz","FALSE"
"sample-0009","sample-0009.txt.gz","FALSE"
"sample-0010","sample-0010.txt.gz","FALSE"
